id,y,campaign,contact_group,contact,month,day,age,job,education,balance,poutcome
39797,no,1,Low Contact,cellular,jun,1,37,management,tertiary,1352,success
39798,no,1,Low Contact,telephone,jun,1,52,entrepreneur,primary,1998,unknown
39799,no,1,Low Contact,cellular,jun,1,60,management,tertiary,261,failure
39800,yes,1,Low Contact,cellular,jun,1,34,blue-collar,secondary,262,unknown
39801,no,1,Low Contact,cellular,jun,1,57,retired,tertiary,1292,failure
39802,no,1,Low Contact,cellular,jun,1,35,management,tertiary,671,success
39803,no,1,Low Contact,cellular,jun,1,56,management,tertiary,1407,unknown
39804,no,1,Low Contact,cellular,jun,1,47,unknown,unknown,1819,unknown
39805,no,2,Low Contact,cellular,jun,1,46,management,tertiary,0,unknown
39806,no,1,Low Contact,telephone,jun,1,52,retired,primary,1629,unknown
39807,no,2,Low Contact,cellular,jun,1,45,entrepreneur,tertiary,98,unknown
39808,no,1,Low Contact,cellular,jun,1,48,housemaid,primary,332,unknown
39809,no,1,Low Contact,cellular,jun,1,50,management,tertiary,85,unknown
39810,no,1,Low Contact,cellular,jun,1,49,management,tertiary,493,failure
39811,no,1,Low Contact,cellular,jun,1,30,management,tertiary,147,unknown
39812,yes,1,Low Contact,cellular,jun,1,54,services,secondary,0,success
39813,no,1,Low Contact,telephone,jun,1,53,admin,secondary,2851,failure
39814,yes,1,Low Contact,cellular,jun,1,43,management,tertiary,2367,other
39815,no,1,Low Contact,cellular,jun,1,42,management,tertiary,0,failure
39816,no,1,Low Contact,cellular,jun,1,46,admin,secondary,2087,other
39817,yes,1,Low Contact,cellular,jun,1,23,services,secondary,31,unknown
39818,yes,2,Low Contact,cellular,jun,1,48,management,tertiary,3842,unknown
39819,yes,1,Low Contact,cellular,jun,1,30,self-employed,tertiary,3343,unknown
39820,yes,2,Low Contact,cellular,jun,1,38,technician,tertiary,25,unknown
39821,yes,1,Low Contact,cellular,jun,1,38,unemployed,secondary,804,unknown
39822,yes,1,Low Contact,cellular,jun,1,34,student,unknown,1011,unknown
39823,no,1,Low Contact,telephone,jun,1,39,technician,tertiary,139,unknown
39824,yes,2,Low Contact,cellular,jun,1,52,admin,secondary,-528,unknown
39825,no,2,Low Contact,telephone,jun,1,58,management,primary,1727,unknown
39826,no,2,Low Contact,telephone,jun,1,57,retired,primary,698,unknown
39827,yes,1,Low Contact,cellular,jun,1,27,management,tertiary,1840,other
39828,no,3,High Contact,cellular,jun,1,60,management,tertiary,3824,unknown
39829,no,2,Low Contact,cellular,jun,1,58,technician,tertiary,883,unknown
39830,no,2,Low Contact,cellular,jun,1,55,blue-collar,secondary,16873,unknown
39831,no,1,Low Contact,cellular,jun,1,31,self-employed,tertiary,283,unknown
39832,no,1,Low Contact,cellular,jun,1,27,services,secondary,0,unknown
39833,no,2,Low Contact,telephone,jun,1,44,management,tertiary,7541,other
39834,no,2,Low Contact,cellular,jun,1,34,management,tertiary,690,unknown
39835,no,2,Low Contact,cellular,jun,1,50,technician,secondary,0,unknown
39836,yes,1,Low Contact,cellular,jun,1,40,blue-collar,secondary,1451,unknown
39837,no,1,Low Contact,cellular,jun,1,36,technician,tertiary,202,failure
39838,no,1,Low Contact,cellular,jun,1,41,management,tertiary,10758,unknown
39839,no,1,Low Contact,cellular,jun,2,36,management,tertiary,387,unknown
39840,no,2,Low Contact,cellular,jun,2,36,admin,secondary,119,unknown
39841,yes,2,Low Contact,cellular,jun,2,47,management,tertiary,2351,success
39842,no,1,Low Contact,cellular,jun,2,30,management,tertiary,3289,unknown
39843,no,1,Low Contact,cellular,jun,2,32,technician,tertiary,0,unknown
39844,no,1,Low Contact,telephone,jun,2,47,unknown,unknown,172,unknown
39845,no,1,Low Contact,cellular,jun,2,43,blue-collar,secondary,1025,unknown
39846,no,1,Low Contact,cellular,jun,2,29,management,tertiary,92,success
39847,yes,3,High Contact,cellular,jun,2,54,unemployed,secondary,1664,unknown
39848,yes,1,Low Contact,cellular,jun,2,26,management,tertiary,1623,unknown
39849,no,1,Low Contact,cellular,jun,2,34,management,tertiary,2466,other
39850,yes,1,Low Contact,cellular,jun,2,37,admin,secondary,597,unknown
39851,no,1,Low Contact,cellular,jun,2,32,admin,secondary,6981,failure
39852,yes,1,Low Contact,cellular,jun,2,37,admin,secondary,0,unknown
39853,yes,1,Low Contact,cellular,jun,2,34,management,tertiary,611,unknown
39854,no,1,Low Contact,cellular,jun,2,36,management,tertiary,688,failure
39855,yes,2,Low Contact,cellular,jun,2,53,management,unknown,2240,success
39856,no,2,Low Contact,cellular,jun,2,48,blue-collar,secondary,238,success
39857,yes,1,Low Contact,cellular,jun,2,26,admin,tertiary,313,success
39858,no,1,Low Contact,cellular,jun,2,30,student,secondary,1555,unknown
39859,no,2,Low Contact,cellular,jun,2,36,unemployed,secondary,851,unknown
39860,yes,1,Low Contact,cellular,jun,2,44,management,tertiary,1954,unknown
39861,no,2,Low Contact,cellular,jun,2,45,management,tertiary,1788,failure
39862,no,1,Low Contact,cellular,jun,2,26,management,tertiary,3178,unknown
39863,no,1,Low Contact,cellular,jun,2,34,self-employed,tertiary,90,unknown
39864,yes,1,Low Contact,cellular,jun,2,29,management,tertiary,307,unknown
39865,no,1,Low Contact,cellular,jun,2,40,services,secondary,0,failure
39866,yes,1,Low Contact,cellular,jun,2,26,technician,secondary,915,unknown
39867,yes,1,Low Contact,cellular,jun,2,40,unemployed,tertiary,7968,unknown
39868,yes,1,Low Contact,cellular,jun,2,47,management,tertiary,1147,failure
39869,no,1,Low Contact,cellular,jun,2,56,housemaid,primary,61,unknown
39870,no,1,Low Contact,cellular,jun,2,41,management,secondary,280,success
39871,no,2,Low Contact,telephone,jun,2,34,self-employed,tertiary,2427,other
39872,no,1,Low Contact,cellular,jun,2,35,technician,secondary,2789,unknown
39873,yes,1,Low Contact,cellular,jun,2,43,blue-collar,secondary,2160,unknown
39874,no,1,Low Contact,cellular,jun,2,59,unemployed,secondary,2026,unknown
39875,yes,1,Low Contact,cellular,jun,2,52,technician,secondary,1005,unknown
39876,yes,1,Low Contact,cellular,jun,2,38,admin,tertiary,1988,success
39877,no,1,Low Contact,cellular,jun,2,38,technician,secondary,1931,other
39878,no,1,Low Contact,cellular,jun,2,38,self-employed,tertiary,846,unknown
39879,no,1,Low Contact,cellular,jun,2,49,technician,tertiary,1807,success
39880,yes,1,Low Contact,cellular,jun,2,33,services,secondary,1117,unknown
39881,no,1,Low Contact,cellular,jun,2,28,management,unknown,560,unknown
39882,yes,2,Low Contact,cellular,jun,2,50,technician,secondary,3370,unknown
39883,no,2,Low Contact,cellular,jun,2,39,admin,secondary,782,failure
39884,no,1,Low Contact,cellular,jun,2,56,services,secondary,935,failure
39885,yes,1,Low Contact,telephone,jun,2,53,admin,secondary,109,unknown
39886,no,1,Low Contact,cellular,jun,2,60,housemaid,secondary,283,unknown
39887,yes,2,Low Contact,telephone,jun,2,57,technician,primary,3376,unknown
39888,no,1,Low Contact,cellular,jun,2,25,management,tertiary,4578,unknown
39889,yes,3,High Contact,cellular,jun,2,39,technician,secondary,1587,unknown
39890,yes,2,Low Contact,cellular,jun,2,42,services,secondary,1376,success
39891,no,1,Low Contact,cellular,jun,2,45,management,tertiary,273,failure
39892,no,2,Low Contact,cellular,jun,2,36,blue-collar,secondary,79,unknown
39893,no,4,High Contact,telephone,jun,2,50,blue-collar,primary,3764,unknown
39894,no,1,Low Contact,cellular,jun,2,25,management,tertiary,1628,unknown
39895,no,1,Low Contact,cellular,jun,2,29,self-employed,tertiary,871,unknown
39896,yes,1,Low Contact,cellular,jun,2,49,technician,tertiary,523,failure
39897,yes,1,Low Contact,cellular,jun,2,27,technician,tertiary,15161,success
39898,no,1,Low Contact,telephone,jun,2,55,management,tertiary,1633,unknown
39899,no,2,Low Contact,telephone,jun,2,51,self-employed,secondary,4920,unknown
39900,yes,1,Low Contact,cellular,jun,2,32,admin,tertiary,653,unknown
39901,no,1,Low Contact,cellular,jun,2,35,admin,secondary,269,unknown
39902,no,1,Low Contact,cellular,jun,2,39,unemployed,tertiary,79,unknown
39903,no,1,Low Contact,cellular,jun,2,53,entrepreneur,primary,55,unknown
39904,no,1,Low Contact,cellular,jun,2,45,management,secondary,5993,unknown
39905,no,1,Low Contact,telephone,jun,2,60,retired,primary,1906,other
39906,yes,1,Low Contact,cellular,jun,2,38,technician,secondary,5115,success
39907,no,2,Low Contact,cellular,jun,2,30,student,tertiary,3094,unknown
39908,no,1,Low Contact,cellular,jun,2,56,unemployed,secondary,1350,unknown
39909,yes,2,Low Contact,cellular,jun,2,31,student,tertiary,64,unknown
39910,no,1,Low Contact,cellular,jun,2,56,management,tertiary,659,unknown
39911,yes,1,Low Contact,cellular,jun,2,29,technician,secondary,1165,unknown
39912,no,1,Low Contact,cellular,jun,2,41,technician,secondary,1602,unknown
39913,no,1,Low Contact,cellular,jun,2,28,self-employed,tertiary,5215,unknown
39914,yes,1,Low Contact,cellular,jun,2,49,services,secondary,7019,failure
39915,no,1,Low Contact,cellular,jun,2,24,student,secondary,228,unknown
39916,no,1,Low Contact,cellular,jun,2,26,admin,secondary,96,failure
39917,no,1,Low Contact,cellular,jun,2,32,management,secondary,625,failure
39918,no,1,Low Contact,cellular,jun,2,34,admin,secondary,4447,failure
39919,no,1,Low Contact,cellular,jun,2,32,management,tertiary,530,failure
39920,no,1,Low Contact,cellular,jun,2,29,services,secondary,399,unknown
39921,yes,1,Low Contact,cellular,jun,2,46,blue-collar,secondary,1568,other
39922,yes,2,Low Contact,cellular,jun,2,57,blue-collar,primary,3109,unknown
39923,no,1,Low Contact,cellular,jun,2,41,admin,secondary,1021,unknown
39924,no,1,Low Contact,cellular,jun,2,40,technician,secondary,4298,unknown
39925,no,3,High Contact,cellular,jun,2,45,technician,tertiary,10768,failure
39926,yes,2,Low Contact,cellular,jun,2,28,technician,tertiary,4987,success
39927,no,1,Low Contact,cellular,jun,2,43,services,secondary,2444,unknown
39928,no,1,Low Contact,cellular,jun,2,44,blue-collar,secondary,878,unknown
39929,no,1,Low Contact,cellular,jun,2,33,technician,tertiary,0,unknown
39930,no,2,Low Contact,cellular,jun,2,35,blue-collar,unknown,444,unknown
39931,no,5,High Contact,cellular,jun,2,54,admin,secondary,189,unknown
39932,yes,2,Low Contact,cellular,jun,2,37,entrepreneur,tertiary,189,unknown
39933,no,2,Low Contact,telephone,jun,2,58,technician,tertiary,12322,unknown
39934,no,3,High Contact,cellular,jun,2,52,management,tertiary,0,unknown
39935,no,2,Low Contact,cellular,jun,2,54,management,tertiary,55,unknown
39936,no,1,Low Contact,cellular,jun,2,35,management,tertiary,5367,failure
39937,no,1,Low Contact,cellular,jun,2,30,housemaid,secondary,533,unknown
39938,yes,1,Low Contact,cellular,jun,2,38,blue-collar,secondary,2467,unknown
39939,no,2,Low Contact,cellular,jun,2,39,management,tertiary,3797,unknown
39940,yes,3,High Contact,cellular,jun,2,49,management,tertiary,5887,failure
39941,no,4,High Contact,cellular,jun,2,38,admin,secondary,626,unknown
39942,no,3,High Contact,cellular,jun,2,40,self-employed,tertiary,2893,unknown
39943,yes,2,Low Contact,cellular,jun,2,35,technician,tertiary,1354,unknown
39944,no,2,Low Contact,cellular,jun,2,30,management,tertiary,942,unknown
39945,no,2,Low Contact,cellular,jun,2,34,admin,secondary,0,unknown
39946,no,1,Low Contact,cellular,jun,2,34,admin,tertiary,21,failure
39947,no,4,High Contact,cellular,jun,2,35,technician,secondary,2823,failure
39948,yes,2,Low Contact,cellular,jun,2,54,management,primary,2587,unknown
39949,no,2,Low Contact,cellular,jun,2,54,management,tertiary,446,failure
39950,no,2,Low Contact,cellular,jun,2,27,student,secondary,121,unknown
39951,no,3,High Contact,cellular,jun,2,56,retired,secondary,0,unknown
39952,yes,1,Low Contact,cellular,jun,2,29,technician,secondary,23,failure
39953,yes,3,High Contact,cellular,jun,2,52,technician,secondary,0,unknown
39954,yes,2,Low Contact,cellular,jun,3,34,unemployed,secondary,978,success
39955,yes,4,High Contact,telephone,jun,3,60,technician,secondary,294,unknown
39956,yes,2,Low Contact,cellular,jun,3,32,self-employed,secondary,409,success
39957,no,3,High Contact,cellular,jun,3,30,student,secondary,155,unknown
39958,yes,2,Low Contact,cellular,jun,3,40,student,secondary,595,unknown
39959,yes,2,Low Contact,cellular,jun,3,54,self-employed,tertiary,990,unknown
39960,yes,4,High Contact,cellular,jun,3,27,admin,secondary,261,unknown
39961,no,1,Low Contact,cellular,jun,3,27,technician,tertiary,200,unknown
39962,yes,1,Low Contact,telephone,jun,3,55,entrepreneur,secondary,27624,unknown
39963,no,1,Low Contact,cellular,jun,3,30,management,tertiary,2694,unknown
39964,no,1,Low Contact,cellular,jun,3,29,blue-collar,secondary,15,unknown
39965,no,1,Low Contact,cellular,jun,3,34,management,tertiary,1870,unknown
39966,no,1,Low Contact,cellular,jun,3,59,retired,primary,2632,unknown
39967,yes,2,Low Contact,cellular,jun,3,29,management,tertiary,3846,unknown
39968,no,3,High Contact,cellular,jun,3,38,housemaid,tertiary,0,unknown
39969,yes,1,Low Contact,cellular,jun,3,42,blue-collar,secondary,2913,failure
39970,no,1,Low Contact,cellular,jun,3,41,blue-collar,secondary,140,failure
39971,yes,1,Low Contact,cellular,jun,3,33,management,tertiary,2240,unknown
39972,no,1,Low Contact,cellular,jun,3,23,technician,secondary,4545,unknown
39973,yes,1,Low Contact,cellular,jun,3,34,technician,tertiary,127,unknown
39974,yes,2,Low Contact,cellular,jun,3,52,management,tertiary,2104,unknown
39975,no,1,Low Contact,cellular,jun,3,44,services,secondary,332,unknown
39976,yes,1,Low Contact,cellular,jun,3,29,blue-collar,primary,5,unknown
39977,yes,4,High Contact,cellular,jun,3,39,admin,secondary,150,unknown
39978,no,1,Low Contact,cellular,jun,3,36,unemployed,tertiary,7222,unknown
39979,yes,1,Low Contact,cellular,jun,3,31,technician,tertiary,882,unknown
39980,yes,1,Low Contact,cellular,jun,3,60,management,tertiary,366,unknown
39981,no,1,Low Contact,cellular,jun,3,37,management,tertiary,865,unknown
39982,no,1,Low Contact,cellular,jun,3,31,student,secondary,216,unknown
39983,yes,1,Low Contact,cellular,jun,3,25,student,tertiary,1189,unknown
39984,no,2,Low Contact,cellular,jun,3,34,management,tertiary,3402,unknown
39985,yes,2,Low Contact,cellular,jun,3,45,admin,secondary,204,unknown
39986,no,2,Low Contact,telephone,jun,3,39,technician,tertiary,794,failure
39987,yes,1,Low Contact,cellular,jun,3,29,management,tertiary,637,failure
39988,no,1,Low Contact,cellular,jun,3,38,technician,tertiary,34,unknown
39989,yes,2,Low Contact,cellular,jun,3,55,management,tertiary,2383,unknown
39990,no,1,Low Contact,cellular,jun,3,51,management,tertiary,102127,unknown
39991,yes,2,Low Contact,cellular,jun,3,26,technician,secondary,1231,success
39992,no,1,Low Contact,cellular,jun,3,33,services,tertiary,1268,failure
39993,no,1,Low Contact,cellular,jun,3,45,technician,secondary,406,other
39994,no,1,Low Contact,cellular,jun,3,32,management,tertiary,3154,failure
39995,no,1,Low Contact,cellular,jun,3,35,management,tertiary,3109,unknown
39996,no,1,Low Contact,cellular,jun,3,53,technician,tertiary,395,unknown
39997,yes,3,High Contact,cellular,jun,3,30,management,tertiary,3340,unknown
39998,yes,1,Low Contact,cellular,jun,3,54,admin,secondary,200,unknown
39999,no,1,Low Contact,cellular,jun,3,34,management,tertiary,1047,other
40000,no,1,Low Contact,cellular,jun,3,38,technician,secondary,1442,failure
40001,no,1,Low Contact,cellular,jun,3,57,retired,secondary,718,unknown
40002,no,2,Low Contact,cellular,jun,3,50,management,secondary,268,failure
40003,no,1,Low Contact,cellular,jun,3,46,technician,secondary,4367,failure
40004,no,1,Low Contact,cellular,jun,3,56,admin,secondary,3554,unknown
40005,no,1,Low Contact,cellular,jun,3,32,services,tertiary,785,unknown
40006,yes,1,Low Contact,cellular,jun,3,39,blue-collar,tertiary,48,unknown
40007,no,2,Low Contact,cellular,jun,3,28,technician,tertiary,3623,success
40008,no,1,Low Contact,cellular,jun,3,39,management,tertiary,5142,unknown
40009,no,1,Low Contact,cellular,jun,3,58,management,tertiary,2261,failure
40010,no,1,Low Contact,cellular,jun,3,37,technician,secondary,6384,failure
40011,no,1,Low Contact,cellular,jun,3,29,self-employed,tertiary,7752,unknown
40012,no,1,Low Contact,cellular,jun,3,30,admin,tertiary,4168,unknown
40013,yes,2,Low Contact,cellular,jun,3,42,unemployed,tertiary,576,success
40014,no,2,Low Contact,cellular,jun,3,42,technician,tertiary,15445,unknown
40015,no,6,High Contact,cellular,jun,3,44,management,tertiary,423,success
40016,no,1,Low Contact,cellular,jun,3,46,housemaid,tertiary,184,unknown
40017,no,3,High Contact,cellular,jun,3,36,technician,tertiary,1731,unknown
40018,no,1,Low Contact,cellular,jun,3,33,admin,secondary,16,unknown
40019,yes,2,Low Contact,cellular,jun,3,26,management,tertiary,2786,success
40020,yes,1,Low Contact,cellular,jun,3,57,retired,secondary,5313,unknown
40021,no,1,Low Contact,cellular,jun,3,55,entrepreneur,tertiary,82,unknown
40022,no,1,Low Contact,cellular,jun,3,30,technician,secondary,853,unknown
40023,no,3,High Contact,cellular,jun,3,22,admin,secondary,222,unknown
40024,yes,1,Low Contact,cellular,jun,3,39,unemployed,tertiary,201,failure
40025,no,1,Low Contact,cellular,jun,3,27,admin,secondary,1,unknown
40026,yes,2,Low Contact,cellular,jun,3,40,technician,secondary,694,failure
40027,no,2,Low Contact,cellular,jun,3,34,blue-collar,secondary,398,unknown
40028,no,3,High Contact,cellular,jun,3,41,management,tertiary,15787,unknown
40029,no,1,Low Contact,cellular,jun,3,56,retired,primary,1947,failure
40030,no,1,Low Contact,cellular,jun,3,53,technician,tertiary,2600,unknown
40031,no,2,Low Contact,cellular,jun,3,41,admin,secondary,1076,other
40032,yes,1,Low Contact,cellular,jun,3,25,blue-collar,secondary,389,unknown
40033,no,3,High Contact,cellular,jun,3,58,housemaid,primary,0,other
40034,yes,2,Low Contact,cellular,jun,3,43,blue-collar,primary,3917,success
40035,yes,2,Low Contact,cellular,jun,3,36,technician,secondary,3158,unknown
40036,yes,2,Low Contact,cellular,jun,3,25,management,tertiary,362,unknown
40037,yes,2,Low Contact,cellular,jun,3,39,technician,tertiary,1293,unknown
40038,no,2,Low Contact,cellular,jun,3,33,management,tertiary,1439,unknown
40039,no,2,Low Contact,cellular,jun,3,44,technician,tertiary,717,unknown
40040,yes,2,Low Contact,cellular,jun,3,32,blue-collar,secondary,889,other
40041,no,1,Low Contact,cellular,jun,3,55,retired,secondary,2204,unknown
40042,no,1,Low Contact,cellular,jun,3,33,technician,secondary,781,failure
40043,no,2,Low Contact,cellular,jun,3,38,management,tertiary,7255,failure
40044,no,1,Low Contact,cellular,jun,3,29,management,tertiary,1739,unknown
40045,no,2,Low Contact,cellular,jun,3,40,management,tertiary,8963,unknown
40046,no,2,Low Contact,telephone,jun,3,22,student,secondary,4132,unknown
40047,no,4,High Contact,cellular,jun,3,46,management,tertiary,946,unknown
40048,yes,1,Low Contact,cellular,jun,3,43,management,tertiary,481,other
40049,no,5,High Contact,telephone,jun,3,46,admin,secondary,15,unknown
40050,yes,3,High Contact,cellular,jun,4,50,management,tertiary,810,unknown
40051,no,2,Low Contact,cellular,jun,4,30,management,tertiary,596,unknown
40052,no,1,Low Contact,cellular,jun,4,34,technician,secondary,114,other
40053,no,3,High Contact,cellular,jun,4,29,management,tertiary,2389,unknown
40054,yes,2,Low Contact,cellular,jun,4,35,services,secondary,52,success
40055,yes,2,Low Contact,cellular,jun,4,37,management,tertiary,108,unknown
40056,yes,2,Low Contact,cellular,jun,4,42,management,tertiary,2665,failure
40057,yes,1,Low Contact,cellular,jun,4,42,admin,secondary,684,unknown
40058,no,2,Low Contact,cellular,jun,4,36,unemployed,secondary,352,unknown
40059,no,1,Low Contact,cellular,jun,4,37,services,secondary,1045,success
40060,no,1,Low Contact,cellular,jun,4,33,management,tertiary,506,success
40061,yes,1,Low Contact,cellular,jun,4,27,management,secondary,2071,unknown
40062,yes,1,Low Contact,cellular,jun,4,27,services,secondary,339,unknown
40063,no,2,Low Contact,cellular,jun,4,33,technician,tertiary,154,failure
40064,yes,1,Low Contact,cellular,jun,4,29,management,tertiary,572,unknown
40065,no,1,Low Contact,cellular,jun,4,36,management,tertiary,1027,unknown
40066,yes,1,Low Contact,cellular,jun,4,29,student,secondary,1779,unknown
40067,no,1,Low Contact,cellular,jun,4,34,admin,secondary,613,unknown
40068,yes,1,Low Contact,cellular,jun,4,26,student,secondary,132,unknown
40069,yes,1,Low Contact,cellular,jun,4,39,admin,tertiary,22086,unknown
40070,no,1,Low Contact,cellular,jun,4,48,management,tertiary,-10,unknown
40071,yes,2,Low Contact,cellular,jun,4,41,services,secondary,0,failure
40072,yes,1,Low Contact,cellular,jun,4,29,management,tertiary,205,unknown
40073,yes,1,Low Contact,cellular,jun,4,33,technician,tertiary,317,other
40074,no,1,Low Contact,cellular,jun,4,40,services,secondary,17,unknown
40075,yes,1,Low Contact,cellular,jun,4,32,management,tertiary,4945,other
40076,no,1,Low Contact,cellular,jun,4,26,technician,secondary,523,failure
40077,yes,1,Low Contact,cellular,jun,4,43,management,tertiary,2987,failure
40078,yes,1,Low Contact,cellular,jun,4,30,management,tertiary,419,unknown
40079,no,1,Low Contact,cellular,jun,4,30,management,tertiary,4,unknown
40080,yes,2,Low Contact,cellular,jun,4,38,technician,secondary,1130,success
40081,yes,2,Low Contact,cellular,jun,4,55,admin,secondary,1662,unknown
40082,yes,1,Low Contact,cellular,jun,4,25,admin,secondary,1871,unknown
40083,yes,2,Low Contact,cellular,jun,4,38,entrepreneur,secondary,1190,failure
40084,yes,2,Low Contact,cellular,jun,4,41,management,tertiary,3426,failure
40085,yes,3,High Contact,cellular,jun,4,31,services,secondary,447,success
40086,yes,1,Low Contact,cellular,jun,4,35,blue-collar,secondary,563,failure
40087,yes,4,High Contact,cellular,jun,4,31,unemployed,secondary,6,unknown
40088,yes,2,Low Contact,cellular,jun,4,25,services,secondary,594,unknown
40089,no,2,Low Contact,cellular,jun,4,44,technician,secondary,1319,unknown
40090,no,2,Low Contact,cellular,jun,4,37,technician,tertiary,549,success
40091,no,1,Low Contact,cellular,jun,4,22,student,secondary,64,unknown
40092,no,1,Low Contact,cellular,jun,4,34,technician,tertiary,932,unknown
40093,no,1,Low Contact,cellular,jun,4,38,management,tertiary,1988,other
40094,yes,1,Low Contact,cellular,jun,4,31,management,tertiary,617,success
40095,no,1,Low Contact,cellular,jun,4,24,student,secondary,1957,unknown
40096,no,3,High Contact,cellular,jun,4,24,unemployed,secondary,572,unknown
40097,no,1,Low Contact,cellular,jun,4,38,services,tertiary,5265,unknown
40098,yes,1,Low Contact,cellular,jun,4,34,services,secondary,2918,success
40099,no,1,Low Contact,telephone,jun,4,50,entrepreneur,secondary,78,unknown
40100,no,2,Low Contact,telephone,jun,4,58,unknown,primary,7369,unknown
40101,no,2,Low Contact,cellular,jun,4,32,management,tertiary,252,unknown
40102,yes,2,Low Contact,cellular,jun,4,27,student,secondary,538,unknown
40103,yes,2,Low Contact,cellular,jun,4,30,management,tertiary,3384,unknown
40104,yes,3,High Contact,cellular,jun,4,34,admin,secondary,303,failure
40105,no,2,Low Contact,cellular,jun,4,30,admin,secondary,779,other
40106,no,1,Low Contact,cellular,jun,4,44,management,tertiary,170,unknown
40107,no,1,Low Contact,cellular,jun,4,29,admin,tertiary,261,failure
40108,no,1,Low Contact,cellular,jun,4,27,admin,secondary,827,failure
40109,yes,3,High Contact,cellular,jun,4,40,admin,secondary,985,failure
40110,no,5,High Contact,telephone,jun,4,60,unknown,unknown,5003,unknown
40111,no,2,Low Contact,telephone,jun,4,50,management,secondary,431,unknown
40112,no,3,High Contact,cellular,jun,4,28,unemployed,secondary,538,unknown
40113,yes,2,Low Contact,telephone,jun,4,57,technician,tertiary,126,unknown
40114,no,3,High Contact,telephone,jun,4,41,technician,secondary,631,unknown
40115,no,1,Low Contact,cellular,jun,4,31,management,tertiary,623,unknown
40116,no,3,High Contact,cellular,jun,4,27,management,tertiary,587,unknown
40117,no,1,Low Contact,cellular,jun,4,29,admin,secondary,488,unknown
40118,no,1,Low Contact,cellular,jun,4,60,retired,primary,55,unknown
40119,no,1,Low Contact,cellular,jun,4,24,student,unknown,1693,unknown
40120,yes,2,Low Contact,cellular,jun,5,46,admin,secondary,974,success
40121,no,4,High Contact,telephone,jun,5,54,management,tertiary,0,unknown
40122,no,1,Low Contact,cellular,jun,5,20,admin,secondary,336,unknown
40123,yes,1,Low Contact,cellular,jun,5,27,admin,secondary,897,unknown
40124,no,1,Low Contact,cellular,jun,5,23,admin,tertiary,230,unknown
40125,yes,1,Low Contact,cellular,jun,5,28,management,secondary,171,success
40126,no,1,Low Contact,cellular,jun,5,22,admin,tertiary,377,unknown
40127,no,1,Low Contact,cellular,jun,5,25,management,tertiary,295,unknown
40128,yes,1,Low Contact,cellular,jun,5,28,management,secondary,1633,unknown
40129,yes,1,Low Contact,cellular,jun,5,35,admin,secondary,1085,success
40130,yes,1,Low Contact,cellular,jun,5,58,retired,primary,1980,unknown
40131,yes,1,Low Contact,cellular,jun,5,57,management,tertiary,1227,unknown
40132,yes,1,Low Contact,cellular,jun,5,44,technician,tertiary,1933,unknown
40133,yes,2,Low Contact,cellular,jun,5,25,services,secondary,801,unknown
40134,no,3,High Contact,cellular,jun,5,31,blue-collar,primary,1644,unknown
40135,no,1,Low Contact,telephone,jun,5,33,management,tertiary,0,unknown
40136,no,1,Low Contact,telephone,jun,5,26,services,secondary,2158,unknown
40137,no,2,Low Contact,cellular,jun,5,40,technician,secondary,1819,unknown
40138,no,1,Low Contact,cellular,jun,5,34,services,tertiary,88,failure
40139,yes,1,Low Contact,telephone,jun,5,57,retired,secondary,1841,unknown
40140,yes,1,Low Contact,cellular,jun,5,25,self-employed,tertiary,42,success
40141,yes,1,Low Contact,cellular,jun,5,21,student,secondary,794,unknown
40142,no,1,Low Contact,cellular,jun,5,36,management,tertiary,2163,unknown
40143,yes,1,Low Contact,cellular,jun,5,49,technician,secondary,905,unknown
40144,yes,1,Low Contact,cellular,jun,5,54,management,tertiary,8295,unknown
40145,yes,2,Low Contact,cellular,jun,5,59,retired,primary,0,unknown
40146,no,1,Low Contact,cellular,jun,5,28,admin,tertiary,153,unknown
40147,yes,1,Low Contact,cellular,jun,5,28,management,tertiary,874,unknown
40148,no,1,Low Contact,cellular,jun,5,24,management,tertiary,1004,failure
40149,no,1,Low Contact,cellular,jun,5,34,blue-collar,secondary,215,success
40150,yes,1,Low Contact,cellular,jun,5,37,blue-collar,secondary,4321,unknown
40151,yes,3,High Contact,cellular,jun,5,55,housemaid,unknown,366,other
40152,no,1,Low Contact,telephone,jun,5,53,admin,secondary,1796,unknown
40153,yes,2,Low Contact,cellular,jun,5,30,technician,tertiary,0,unknown
40154,yes,2,Low Contact,cellular,jun,5,35,management,tertiary,471,unknown
40155,no,2,Low Contact,cellular,jun,5,30,management,tertiary,2419,unknown
40156,no,1,Low Contact,cellular,jun,5,25,management,tertiary,289,unknown
40157,no,1,Low Contact,telephone,jun,5,59,housemaid,secondary,0,unknown
40158,yes,3,High Contact,telephone,jun,5,35,housemaid,primary,745,unknown
40159,no,2,Low Contact,cellular,jun,5,38,management,tertiary,1187,failure
40160,no,1,Low Contact,cellular,jun,5,31,admin,tertiary,516,unknown
40161,no,2,Low Contact,cellular,jun,5,23,student,secondary,9216,unknown
40162,no,2,Low Contact,cellular,jun,5,42,unemployed,primary,8037,unknown
40163,no,1,Low Contact,telephone,jun,5,21,services,secondary,361,other
40164,yes,2,Low Contact,cellular,jun,5,31,management,tertiary,924,success
40165,no,2,Low Contact,cellular,jun,5,34,technician,secondary,657,unknown
40166,no,2,Low Contact,cellular,jun,5,35,management,tertiary,697,failure
