id,y,conversion,contact_group,age_group,balance_group,poutcome,job,education,month,balance
42678,yes,1,High Contact,49-95,Mid Balance,failure,retired,tertiary,jan,979
42679,yes,1,Low Contact,33-39,High Balance,unknown,management,tertiary,jan,2939
42680,no,0,Low Contact,49-95,Non-Positive,unknown,retired,primary,jan,0
42681,yes,1,Low Contact,33-39,Non-Positive,other,management,tertiary,jan,0
42682,no,0,High Contact,49-95,High Balance,failure,retired,primary,jan,2173
42683,no,0,High Contact,33-39,Low Balance,unknown,services,secondary,jan,282
42684,yes,1,Low Contact,33-39,High Balance,unknown,admin,secondary,jan,4803
42685,yes,1,Low Contact,49-95,High Balance,unknown,management,tertiary,jan,7803
42686,no,0,Low Contact,49-95,Low Balance,unknown,retired,secondary,jan,154
42687,no,0,Low Contact,18-33,Mid Balance,other,admin,secondary,jan,1099
42688,no,0,Low Contact,40-48,Low Balance,unknown,technician,tertiary,jan,226
42689,yes,1,High Contact,18-33,Mid Balance,other,management,tertiary,jan,720
42690,no,0,High Contact,33-39,High Balance,failure,blue-collar,tertiary,jan,1830
42691,yes,1,High Contact,49-95,High Balance,unknown,retired,primary,jan,1255
42692,no,0,Low Contact,18-33,Mid Balance,success,management,tertiary,jan,893
42693,no,0,Low Contact,49-95,High Balance,success,management,tertiary,jan,1318
42694,yes,1,Low Contact,49-95,High Balance,success,retired,primary,jan,8556
42695,no,0,High Contact,49-95,Low Balance,unknown,unknown,tertiary,jan,327
42696,no,0,Low Contact,18-33,Low Balance,unknown,student,unknown,jan,167
42697,yes,1,Low Contact,49-95,Mid Balance,failure,retired,secondary,jan,588
42698,yes,1,Low Contact,40-48,Mid Balance,success,technician,secondary,jan,994
42699,no,0,Low Contact,18-33,High Balance,unknown,student,secondary,jan,2245
42700,yes,1,Low Contact,40-48,Mid Balance,success,blue-collar,secondary,jan,820
42701,no,0,Low Contact,33-39,Mid Balance,failure,management,tertiary,jan,539
42702,yes,1,High Contact,18-33,Mid Balance,success,student,primary,jan,423
42703,no,0,Low Contact,49-95,High Balance,success,housemaid,tertiary,jan,1528
42704,yes,1,Low Contact,49-95,Low Balance,success,retired,secondary,jan,203
42705,no,0,High Contact,18-33,High Balance,unknown,management,tertiary,jan,3053
42706,no,0,Low Contact,18-33,Low Balance,failure,student,primary,jan,103
42707,no,0,Low Contact,18-33,Mid Balance,unknown,management,tertiary,jan,460
42708,no,0,Low Contact,40-48,High Balance,success,admin,secondary,jan,1693
42709,no,0,Low Contact,40-48,Mid Balance,unknown,admin,secondary,jan,383
42710,no,0,Low Contact,49-95,High Balance,success,retired,tertiary,jan,2991
42711,yes,1,Low Contact,49-95,Low Balance,success,retired,secondary,jan,86
42712,no,0,Low Contact,49-95,Low Balance,success,retired,secondary,jan,243
42713,no,0,Low Contact,33-39,High Balance,failure,management,tertiary,jan,1802
42714,no,0,Low Contact,33-39,High Balance,failure,management,tertiary,jan,2163
42715,no,0,Low Contact,49-95,High Balance,failure,retired,tertiary,jan,2575
42716,no,0,Low Contact,18-33,Low Balance,success,management,tertiary,jan,307
42717,yes,1,Low Contact,49-95,High Balance,failure,management,tertiary,jan,5969
42718,no,0,Low Contact,49-95,High Balance,success,management,tertiary,jan,13546
42719,yes,1,Low Contact,18-33,High Balance,failure,admin,tertiary,jan,2855
42720,no,0,Low Contact,18-33,High Balance,other,student,secondary,jan,2015
42721,no,0,Low Contact,18-33,Low Balance,failure,technician,secondary,jan,323
42722,no,0,Low Contact,49-95,High Balance,unknown,retired,secondary,jan,2716
42723,yes,1,Low Contact,49-95,Mid Balance,unknown,retired,secondary,jan,474
42724,yes,1,Low Contact,33-39,Low Balance,success,management,tertiary,jan,203
42725,yes,1,Low Contact,33-39,High Balance,success,unemployed,primary,jan,7005
42726,no,0,Low Contact,18-33,Mid Balance,failure,admin,tertiary,jan,689
42727,no,0,Low Contact,18-33,High Balance,unknown,student,secondary,jan,3096
42728,yes,1,High Contact,49-95,Mid Balance,success,retired,unknown,jan,775
42729,no,0,Low Contact,18-33,Non-Positive,unknown,admin,tertiary,jan,0
42730,no,0,Low Contact,40-48,Mid Balance,failure,admin,tertiary,jan,1108
42731,yes,1,Low Contact,49-95,High Balance,success,retired,secondary,jan,4112
42732,no,0,Low Contact,49-95,Mid Balance,other,retired,secondary,jan,935
42733,no,0,Low Contact,49-95,Non-Positive,unknown,retired,secondary,jan,0
42734,yes,1,Low Contact,49-95,High Balance,success,retired,tertiary,jan,2144
42735,no,0,High Contact,40-48,Mid Balance,other,management,tertiary,jan,1167
42736,no,0,Low Contact,40-48,High Balance,unknown,admin,secondary,jan,2556
42737,yes,1,Low Contact,18-33,Low Balance,unknown,admin,secondary,jan,255
42738,yes,1,Low Contact,49-95,Low Balance,success,retired,primary,jan,243
42739,no,0,Low Contact,33-39,Mid Balance,unknown,technician,secondary,jan,746
42740,yes,1,Low Contact,40-48,Mid Balance,success,unknown,unknown,jan,942
42741,no,0,Low Contact,18-33,Non-Positive,success,technician,unknown,jan,0
42742,no,0,Low Contact,33-39,Low Balance,failure,technician,tertiary,jan,6
42743,no,0,Low Contact,33-39,Non-Positive,success,blue-collar,secondary,jan,0
42744,yes,1,Low Contact,40-48,Mid Balance,other,admin,secondary,jan,1180
42745,yes,1,Low Contact,49-95,Mid Balance,success,services,secondary,jan,992
42746,yes,1,High Contact,33-39,Low Balance,success,housemaid,secondary,jan,70
42747,no,0,Low Contact,49-95,Mid Balance,failure,management,unknown,jan,831
42748,no,0,Low Contact,49-95,Mid Balance,failure,unknown,tertiary,jan,353
42749,yes,1,Low Contact,49-95,High Balance,success,admin,unknown,jan,4629
42750,no,0,Low Contact,18-33,Low Balance,unknown,blue-collar,secondary,jan,319
42751,yes,1,High Contact,18-33,Mid Balance,success,student,unknown,jan,829
42752,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,unknown,jan,51
42753,no,0,High Contact,49-95,High Balance,success,retired,secondary,jan,2626
42754,no,0,Low Contact,49-95,High Balance,success,retired,secondary,jan,4572
42755,yes,1,Low Contact,49-95,Non-Positive,unknown,admin,secondary,jan,0
42756,yes,1,Low Contact,33-39,Non-Positive,failure,admin,secondary,jan,0
42757,yes,1,Low Contact,40-48,High Balance,unknown,technician,secondary,jan,2776
42758,no,0,Low Contact,18-33,Mid Balance,unknown,admin,secondary,jan,614
42759,no,0,Low Contact,49-95,Low Balance,unknown,unemployed,primary,jan,282
42760,yes,1,High Contact,49-95,Low Balance,unknown,retired,primary,jan,279
42761,no,0,Low Contact,40-48,High Balance,unknown,admin,secondary,jan,2403
42762,no,0,Low Contact,49-95,Low Balance,failure,retired,secondary,jan,89
42763,no,0,Low Contact,49-95,Mid Balance,unknown,retired,tertiary,jan,908
42764,yes,1,Low Contact,33-39,Low Balance,success,student,tertiary,jan,129
42765,no,0,High Contact,18-33,Mid Balance,failure,management,tertiary,jan,373
42766,no,0,Low Contact,49-95,High Balance,unknown,retired,unknown,jan,8919
42767,yes,1,High Contact,40-48,Low Balance,unknown,management,tertiary,jan,157
42768,yes,1,High Contact,49-95,Mid Balance,success,services,secondary,jan,659
42769,no,0,High Contact,49-95,Mid Balance,failure,retired,primary,jan,747
42770,no,0,Low Contact,33-39,High Balance,failure,technician,tertiary,jan,6889
42771,no,0,High Contact,18-33,Low Balance,other,admin,tertiary,jan,291
42772,no,0,High Contact,40-48,High Balance,other,management,tertiary,jan,3494
42773,yes,1,Low Contact,18-33,High Balance,unknown,blue-collar,secondary,jan,2493
42774,no,0,Low Contact,33-39,Mid Balance,unknown,admin,tertiary,jan,1022
42775,yes,1,Low Contact,33-39,High Balance,unknown,management,tertiary,jan,3949
42776,yes,1,Low Contact,49-95,Mid Balance,unknown,technician,unknown,jan,387
42777,no,0,Low Contact,18-33,Low Balance,failure,management,tertiary,jan,187
42778,no,0,High Contact,33-39,Mid Balance,other,technician,secondary,jan,481
42779,yes,1,Low Contact,40-48,High Balance,unknown,management,tertiary,jan,7560
42780,yes,1,Low Contact,49-95,Mid Balance,success,retired,primary,jan,997
42781,no,0,Low Contact,49-95,Mid Balance,unknown,retired,primary,jan,363
42782,no,0,Low Contact,18-33,High Balance,failure,housemaid,tertiary,jan,2017
42783,yes,1,Low Contact,18-33,High Balance,success,technician,tertiary,jan,1699
42784,yes,1,Low Contact,49-95,Mid Balance,failure,technician,tertiary,jan,1181
42785,yes,1,Low Contact,49-95,High Balance,success,management,tertiary,jan,3951
42786,yes,1,Low Contact,49-95,Non-Positive,failure,admin,secondary,jan,0
42787,no,0,High Contact,18-33,High Balance,unknown,unknown,tertiary,jan,6421
42788,yes,1,High Contact,49-95,High Balance,success,technician,tertiary,jan,2557
42789,no,0,High Contact,49-95,Mid Balance,other,technician,secondary,jan,896
42790,yes,1,Low Contact,33-39,Non-Positive,unknown,admin,tertiary,jan,0
42791,yes,1,Low Contact,49-95,High Balance,other,management,tertiary,jan,2366
42792,yes,1,Low Contact,49-95,High Balance,success,retired,tertiary,jan,1948
42793,no,0,Low Contact,33-39,High Balance,unknown,management,tertiary,jan,2283
42794,no,0,Low Contact,18-33,Low Balance,failure,self-employed,tertiary,jan,283
42795,yes,1,Low Contact,49-95,Low Balance,unknown,blue-collar,primary,jan,306
42796,no,0,High Contact,49-95,High Balance,failure,housemaid,primary,jan,1381
42797,no,0,High Contact,49-95,High Balance,other,technician,unknown,jan,4727
42798,no,0,Low Contact,49-95,Mid Balance,unknown,admin,secondary,jan,438
42799,yes,1,Low Contact,49-95,High Balance,unknown,entrepreneur,secondary,jan,3904
42800,yes,1,Low Contact,49-95,High Balance,unknown,retired,secondary,jan,18967
42801,no,0,High Contact,40-48,High Balance,unknown,self-employed,tertiary,jan,2501
42802,no,0,High Contact,40-48,Low Balance,other,admin,secondary,jan,179
42803,yes,1,High Contact,18-33,Low Balance,success,admin,secondary,jan,261
42804,yes,1,Low Contact,18-33,High Balance,unknown,technician,secondary,jan,2002
42805,yes,1,Low Contact,49-95,Mid Balance,other,retired,primary,jan,694
42806,no,0,High Contact,33-39,High Balance,success,management,tertiary,jan,5878
42807,yes,1,Low Contact,33-39,Low Balance,failure,technician,tertiary,jan,202
42808,no,0,Low Contact,18-33,Mid Balance,success,admin,secondary,jan,338
42809,no,0,Low Contact,49-95,High Balance,failure,admin,secondary,jan,1958
42810,no,0,Low Contact,18-33,Mid Balance,failure,management,tertiary,jan,530
42811,yes,1,Low Contact,49-95,Low Balance,success,blue-collar,primary,jan,5
42812,no,0,Low Contact,18-33,High Balance,unknown,technician,tertiary,jan,1972
42813,no,0,Low Contact,40-48,Mid Balance,unknown,management,tertiary,jan,866
42814,no,0,Low Contact,40-48,Mid Balance,unknown,management,tertiary,jan,706
42815,no,0,Low Contact,33-39,Low Balance,unknown,unemployed,tertiary,jan,154
42816,no,0,Low Contact,18-33,Mid Balance,other,management,tertiary,jan,592
42817,no,0,High Contact,49-95,High Balance,unknown,management,unknown,jan,1708
42818,yes,1,High Contact,40-48,High Balance,unknown,management,tertiary,jan,4831
42819,no,0,High Contact,18-33,Non-Positive,failure,student,primary,feb,0
42820,no,0,Low Contact,18-33,High Balance,failure,technician,secondary,feb,1599
42821,yes,1,Low Contact,49-95,Low Balance,unknown,management,unknown,feb,264
42822,yes,1,High Contact,18-33,Low Balance,unknown,entrepreneur,secondary,feb,278
42823,no,0,Low Contact,40-48,Low Balance,failure,management,tertiary,feb,257
42824,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,feb,275
42825,no,0,Low Contact,49-95,High Balance,failure,retired,tertiary,feb,1285
42826,yes,1,Low Contact,49-95,High Balance,unknown,retired,tertiary,feb,7802
42827,no,0,Low Contact,33-39,Mid Balance,failure,admin,tertiary,feb,980
42828,no,0,Low Contact,49-95,High Balance,success,retired,tertiary,feb,1973
42829,no,0,Low Contact,49-95,High Balance,success,management,tertiary,feb,3401
42830,no,0,Low Contact,33-39,Mid Balance,failure,unemployed,tertiary,feb,953
42831,no,0,Low Contact,49-95,High Balance,unknown,management,secondary,feb,1287
42832,no,0,Low Contact,18-33,Low Balance,failure,management,tertiary,feb,62
42833,no,0,Low Contact,49-95,High Balance,unknown,retired,secondary,feb,23421
42834,yes,1,Low Contact,49-95,High Balance,other,retired,primary,feb,3629
42835,yes,1,Low Contact,40-48,Mid Balance,unknown,management,tertiary,feb,547
42836,yes,1,Low Contact,18-33,High Balance,unknown,student,unknown,feb,4468
42837,no,0,Low Contact,18-33,Mid Balance,failure,unemployed,tertiary,feb,685
42838,no,0,Low Contact,18-33,Mid Balance,unknown,admin,tertiary,feb,514
42839,no,0,Low Contact,18-33,Mid Balance,failure,admin,secondary,feb,523
42840,no,0,Low Contact,49-95,Mid Balance,failure,retired,primary,feb,493
42841,yes,1,Low Contact,49-95,High Balance,failure,services,secondary,feb,1989
42842,no,0,Low Contact,49-95,Mid Balance,unknown,retired,secondary,feb,852
42843,no,0,Low Contact,49-95,High Balance,success,admin,secondary,feb,2398
42844,yes,1,Low Contact,49-95,High Balance,unknown,housemaid,unknown,feb,2645
42845,yes,1,Low Contact,18-33,High Balance,other,technician,tertiary,feb,4060
42846,no,0,Low Contact,40-48,Low Balance,unknown,admin,secondary,feb,100
42847,yes,1,Low Contact,18-33,Low Balance,success,technician,secondary,feb,303
42848,no,0,Low Contact,33-39,Mid Balance,other,admin,secondary,feb,661
42849,yes,1,Low Contact,49-95,High Balance,success,retired,primary,feb,2600
42850,yes,1,Low Contact,40-48,High Balance,failure,technician,tertiary,feb,1818
42851,yes,1,Low Contact,33-39,Mid Balance,other,admin,secondary,feb,728
42852,yes,1,Low Contact,18-33,Low Balance,success,unemployed,tertiary,feb,302
42853,no,0,Low Contact,40-48,Mid Balance,other,technician,tertiary,feb,678
42854,yes,1,Low Contact,49-95,Mid Balance,success,blue-collar,secondary,feb,955
42855,no,0,Low Contact,33-39,Low Balance,unknown,technician,secondary,feb,230
42856,no,0,Low Contact,33-39,Non-Positive,other,technician,secondary,feb,0
42857,yes,1,Low Contact,33-39,Low Balance,failure,technician,secondary,feb,265
42858,no,0,Low Contact,33-39,Low Balance,unknown,admin,tertiary,feb,221
42859,yes,1,High Contact,33-39,Low Balance,unknown,management,tertiary,feb,123
42860,yes,1,Low Contact,49-95,High Balance,success,retired,unknown,feb,4807
42861,yes,1,Low Contact,40-48,Low Balance,success,admin,secondary,feb,205
42862,yes,1,Low Contact,33-39,Low Balance,success,management,tertiary,feb,238
42863,yes,1,High Contact,18-33,Low Balance,unknown,technician,secondary,feb,95
42864,no,0,Low Contact,49-95,Low Balance,unknown,retired,unknown,feb,38
42865,yes,1,Low Contact,49-95,High Balance,failure,retired,tertiary,feb,2812
42866,no,0,Low Contact,33-39,Mid Balance,success,self-employed,tertiary,feb,506
42867,yes,1,Low Contact,33-39,Low Balance,failure,admin,secondary,feb,262
42868,yes,1,Low Contact,49-95,High Balance,unknown,management,tertiary,feb,6571
42869,no,0,Low Contact,49-95,Non-Positive,failure,housemaid,secondary,feb,0
42870,no,0,Low Contact,49-95,High Balance,success,retired,primary,feb,5539
42871,yes,1,High Contact,33-39,High Balance,unknown,services,secondary,feb,2758
42872,yes,1,Low Contact,49-95,High Balance,success,management,tertiary,feb,2037
42873,yes,1,High Contact,18-33,Non-Positive,failure,student,tertiary,feb,0
42874,yes,1,High Contact,49-95,Mid Balance,success,retired,secondary,feb,569
42875,yes,1,Low Contact,49-95,High Balance,unknown,retired,primary,feb,2223
42876,no,0,High Contact,40-48,High Balance,unknown,technician,tertiary,feb,3777
42877,no,0,Low Contact,40-48,Low Balance,unknown,housemaid,primary,feb,46
42878,yes,1,High Contact,33-39,Mid Balance,other,admin,secondary,feb,1085
42879,no,0,Low Contact,49-95,Non-Positive,success,admin,secondary,feb,0
42880,no,0,Low Contact,33-39,Low Balance,failure,admin,secondary,feb,115
42881,yes,1,Low Contact,49-95,Mid Balance,success,admin,secondary,feb,602
42882,no,0,High Contact,49-95,High Balance,unknown,retired,secondary,feb,2123
42883,yes,1,Low Contact,40-48,High Balance,success,technician,tertiary,feb,1646
42884,no,0,Low Contact,49-95,High Balance,unknown,admin,secondary,feb,1574
42885,no,0,High Contact,18-33,Non-Positive,other,admin,tertiary,feb,0
42886,no,0,Low Contact,18-33,Mid Balance,other,services,tertiary,feb,1019
42887,no,0,Low Contact,18-33,Low Balance,unknown,student,secondary,feb,4
42888,no,0,High Contact,33-39,Low Balance,failure,technician,tertiary,feb,144
42889,no,0,High Contact,18-33,High Balance,success,management,tertiary,feb,5474
42890,yes,1,Low Contact,33-39,Mid Balance,failure,unemployed,tertiary,feb,415
42891,no,0,Low Contact,18-33,Low Balance,failure,student,secondary,feb,210
42892,yes,1,Low Contact,49-95,High Balance,failure,retired,secondary,feb,2354
42893,no,0,Low Contact,49-95,Low Balance,success,management,tertiary,feb,175
42894,yes,1,Low Contact,33-39,Low Balance,failure,technician,secondary,feb,318
42895,no,0,Low Contact,49-95,Low Balance,success,housemaid,secondary,feb,2
42896,yes,1,Low Contact,40-48,High Balance,failure,blue-collar,secondary,feb,1730
42897,no,0,High Contact,49-95,Non-Positive,failure,retired,tertiary,feb,0
42898,no,0,High Contact,18-33,Mid Balance,other,services,secondary,feb,1059
42899,no,0,Low Contact,18-33,High Balance,success,services,tertiary,feb,1788
42900,no,0,Low Contact,33-39,Non-Positive,unknown,technician,secondary,feb,0
42901,no,0,Low Contact,18-33,Low Balance,failure,management,tertiary,feb,308
42902,no,0,Low Contact,18-33,Low Balance,failure,blue-collar,secondary,feb,228
42903,no,0,Low Contact,18-33,Mid Balance,failure,technician,tertiary,feb,696
42904,no,0,Low Contact,18-33,Low Balance,failure,blue-collar,secondary,feb,228
42905,yes,1,Low Contact,18-33,Mid Balance,success,management,unknown,feb,448
42906,no,0,Low Contact,33-39,Mid Balance,failure,management,tertiary,feb,382
42907,no,0,Low Contact,49-95,High Balance,failure,retired,secondary,feb,2302
42908,no,0,Low Contact,33-39,High Balance,success,management,tertiary,feb,1778
42909,no,0,High Contact,18-33,Low Balance,failure,student,unknown,feb,145
42910,yes,1,Low Contact,33-39,Mid Balance,failure,admin,tertiary,feb,994
42911,no,0,Low Contact,18-33,High Balance,other,admin,tertiary,feb,3188
42912,no,0,Low Contact,40-48,High Balance,success,admin,tertiary,feb,1536
42913,no,0,Low Contact,33-39,Mid Balance,unknown,management,tertiary,feb,1057
42914,no,0,Low Contact,33-39,Low Balance,success,admin,secondary,feb,96
42915,no,0,Low Contact,49-95,High Balance,other,retired,tertiary,feb,4388
42916,yes,1,Low Contact,18-33,Low Balance,success,housemaid,tertiary,feb,19
42917,no,0,High Contact,18-33,Low Balance,unknown,management,secondary,feb,145
42918,no,0,Low Contact,40-48,Non-Positive,unknown,management,tertiary,feb,0
42919,yes,1,Low Contact,49-95,High Balance,unknown,unemployed,secondary,feb,1625
42920,no,0,Low Contact,49-95,Mid Balance,unknown,retired,tertiary,feb,443
42921,no,0,Low Contact,33-39,Mid Balance,failure,blue-collar,secondary,feb,1221
42922,no,0,Low Contact,18-33,High Balance,unknown,blue-collar,secondary,feb,3310
42923,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,secondary,feb,171
42924,no,0,High Contact,49-95,Mid Balance,unknown,management,unknown,feb,339
42925,no,0,Low Contact,49-95,Mid Balance,unknown,retired,primary,feb,343
42926,no,0,Low Contact,18-33,High Balance,unknown,management,tertiary,feb,2750
42927,no,0,Low Contact,18-33,Low Balance,failure,management,tertiary,feb,145
42928,yes,1,Low Contact,18-33,High Balance,failure,technician,tertiary,feb,2976
42929,no,0,Low Contact,40-48,Mid Balance,unknown,admin,secondary,feb,1232
42930,no,0,Low Contact,40-48,Mid Balance,failure,admin,secondary,feb,490
42931,yes,1,Low Contact,40-48,Mid Balance,other,blue-collar,secondary,feb,1144
42932,yes,1,Low Contact,18-33,Mid Balance,failure,admin,tertiary,feb,897
42933,no,0,Low Contact,49-95,High Balance,failure,retired,primary,feb,2619
42934,yes,1,Low Contact,49-95,Mid Balance,success,retired,secondary,feb,704
42935,no,0,High Contact,33-39,High Balance,failure,technician,secondary,feb,3000
42936,yes,1,High Contact,18-33,High Balance,other,management,tertiary,feb,1996
42937,yes,1,Low Contact,18-33,Low Balance,success,student,secondary,feb,216
42938,no,0,Low Contact,49-95,High Balance,success,admin,unknown,feb,2038
42939,yes,1,Low Contact,18-33,Mid Balance,success,technician,secondary,feb,556
42940,no,0,High Contact,40-48,Low Balance,unknown,admin,tertiary,feb,97
42941,no,0,Low Contact,49-95,High Balance,other,retired,secondary,feb,4968
42942,yes,1,Low Contact,40-48,Mid Balance,failure,admin,secondary,feb,1206
42943,no,0,Low Contact,18-33,Low Balance,unknown,management,tertiary,feb,266
42944,no,0,Low Contact,33-39,High Balance,failure,management,tertiary,feb,1301
42945,yes,1,High Contact,40-48,High Balance,unknown,management,tertiary,feb,1855
42946,no,0,Low Contact,49-95,Mid Balance,failure,retired,secondary,feb,631
42947,no,0,Low Contact,18-33,Mid Balance,unknown,management,unknown,feb,698
42948,yes,1,Low Contact,33-39,Low Balance,failure,management,tertiary,feb,62
42949,no,0,High Contact,33-39,High Balance,other,management,tertiary,feb,1257
42950,no,0,Low Contact,49-95,Mid Balance,success,admin,secondary,feb,1228
42951,yes,1,High Contact,49-95,High Balance,unknown,management,tertiary,feb,3634
42952,yes,1,Low Contact,18-33,High Balance,success,student,secondary,feb,1536
42953,yes,1,Low Contact,49-95,Mid Balance,other,technician,secondary,feb,824
42954,yes,1,Low Contact,18-33,Low Balance,success,student,tertiary,feb,235
42955,yes,1,Low Contact,18-33,Low Balance,success,student,unknown,feb,108
42956,yes,1,Low Contact,49-95,High Balance,success,entrepreneur,tertiary,feb,2331
42957,yes,1,Low Contact,18-33,Low Balance,success,student,secondary,feb,125
42958,no,0,Low Contact,49-95,High Balance,success,technician,secondary,feb,7554
42959,yes,1,Low Contact,33-39,Low Balance,success,technician,secondary,feb,27
42960,yes,1,Low Contact,18-33,Mid Balance,failure,management,tertiary,feb,390
42961,no,0,Low Contact,18-33,High Balance,failure,technician,tertiary,feb,1527
42962,yes,1,High Contact,33-39,Non-Positive,failure,admin,secondary,feb,-32
42963,yes,1,Low Contact,33-39,Low Balance,failure,blue-collar,tertiary,feb,172
42964,yes,1,Low Contact,49-95,High Balance,success,admin,secondary,feb,10541
42965,yes,1,Low Contact,18-33,Mid Balance,failure,student,secondary,feb,480
42966,yes,1,Low Contact,33-39,High Balance,success,admin,secondary,feb,2374
42967,yes,1,Low Contact,18-33,Mid Balance,success,management,tertiary,feb,935
42968,yes,1,Low Contact,18-33,High Balance,unknown,technician,secondary,feb,2085
42969,yes,1,Low Contact,33-39,Mid Balance,unknown,management,tertiary,feb,479
42970,no,0,Low Contact,40-48,Non-Positive,other,admin,secondary,feb,0
42971,yes,1,Low Contact,49-95,Low Balance,success,unemployed,secondary,feb,94
42972,no,0,Low Contact,18-33,High Balance,success,management,tertiary,feb,22867
42973,yes,1,Low Contact,33-39,Mid Balance,unknown,student,unknown,feb,417
42974,no,0,Low Contact,40-48,Low Balance,success,services,tertiary,feb,94
42975,yes,1,Low Contact,49-95,High Balance,failure,technician,secondary,feb,3450
42976,yes,1,Low Contact,49-95,High Balance,success,retired,secondary,feb,1853
42977,no,0,Low Contact,33-39,High Balance,failure,admin,tertiary,feb,3954
42978,yes,1,Low Contact,49-95,High Balance,success,retired,tertiary,feb,2557
42979,yes,1,High Contact,49-95,Mid Balance,success,technician,secondary,feb,589
42980,yes,1,Low Contact,40-48,Low Balance,success,unemployed,secondary,feb,201
42981,yes,1,High Contact,33-39,High Balance,success,technician,tertiary,feb,7050
42982,yes,1,Low Contact,33-39,High Balance,other,management,tertiary,feb,2885
42983,yes,1,Low Contact,49-95,High Balance,success,management,secondary,feb,2155
42984,yes,1,Low Contact,33-39,Mid Balance,failure,technician,secondary,feb,902
42985,no,0,Low Contact,49-95,Mid Balance,failure,retired,primary,feb,579
42986,yes,1,Low Contact,40-48,High Balance,success,management,tertiary,feb,1791
42987,yes,1,Low Contact,49-95,High Balance,success,unknown,secondary,feb,2206
42988,yes,1,Low Contact,18-33,High Balance,success,student,tertiary,feb,5291
42989,yes,1,Low Contact,18-33,Mid Balance,success,unemployed,secondary,feb,1211
42990,yes,1,Low Contact,49-95,Mid Balance,success,retired,secondary,feb,638
42991,no,0,Low Contact,49-95,High Balance,unknown,retired,primary,feb,37127
42992,no,0,High Contact,49-95,Mid Balance,failure,housemaid,primary,feb,501
42993,yes,1,High Contact,18-33,High Balance,unknown,admin,secondary,feb,4448
42994,yes,1,Low Contact,18-33,Mid Balance,success,management,tertiary,feb,533
42995,yes,1,High Contact,49-95,High Balance,unknown,retired,tertiary,feb,5267
42996,yes,1,Low Contact,49-95,High Balance,success,retired,primary,feb,3324
42997,no,0,Low Contact,49-95,High Balance,failure,blue-collar,secondary,feb,6053
42998,yes,1,Low Contact,18-33,Low Balance,success,blue-collar,secondary,feb,61
42999,yes,1,Low Contact,33-39,Non-Positive,success,management,tertiary,feb,0
43000,yes,1,Low Contact,49-95,Low Balance,success,technician,secondary,feb,116
43001,yes,1,Low Contact,40-48,Mid Balance,success,blue-collar,secondary,feb,413
43002,yes,1,Low Contact,33-39,Mid Balance,success,self-employed,tertiary,feb,353
43003,yes,1,Low Contact,40-48,Low Balance,unknown,entrepreneur,secondary,feb,315
43004,no,0,Low Contact,40-48,Mid Balance,success,technician,secondary,feb,451
43005,yes,1,Low Contact,49-95,High Balance,unknown,retired,secondary,feb,1712
43006,yes,1,Low Contact,49-95,Mid Balance,success,retired,secondary,feb,523
43007,yes,1,Low Contact,33-39,High Balance,failure,blue-collar,secondary,feb,1454
43008,yes,1,Low Contact,49-95,High Balance,success,retired,primary,feb,9367
43009,no,0,High Contact,49-95,Non-Positive,unknown,technician,secondary,feb,0
43010,yes,1,Low Contact,49-95,Low Balance,failure,retired,secondary,feb,291
43011,yes,1,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,feb,1382
43012,yes,1,Low Contact,49-95,Mid Balance,failure,retired,tertiary,feb,846
43013,no,0,High Contact,49-95,Mid Balance,unknown,retired,secondary,feb,780
43014,yes,1,Low Contact,33-39,Mid Balance,success,technician,tertiary,feb,341
43015,no,0,Low Contact,18-33,Low Balance,success,admin,secondary,feb,255
43016,yes,1,Low Contact,18-33,Low Balance,success,technician,secondary,feb,113
43017,yes,1,Low Contact,33-39,High Balance,success,management,tertiary,feb,13014
43018,yes,1,Low Contact,18-33,Mid Balance,unknown,unemployed,secondary,feb,632
43019,no,0,High Contact,33-39,Mid Balance,failure,management,tertiary,feb,417
43020,yes,1,Low Contact,40-48,High Balance,success,management,tertiary,feb,27696
43021,yes,1,Low Contact,40-48,High Balance,other,blue-collar,secondary,feb,3715
43022,yes,1,High Contact,49-95,High Balance,unknown,management,tertiary,feb,4675
43023,no,0,Low Contact,33-39,High Balance,success,blue-collar,secondary,feb,2843
43024,yes,1,Low Contact,18-33,High Balance,other,technician,secondary,feb,3271
43025,yes,1,Low Contact,49-95,Mid Balance,success,management,tertiary,feb,346
43026,yes,1,Low Contact,33-39,High Balance,failure,management,tertiary,feb,8000
43027,yes,1,High Contact,18-33,Low Balance,success,student,secondary,feb,123
43028,no,0,High Contact,40-48,High Balance,unknown,technician,tertiary,feb,4276
43029,yes,1,Low Contact,49-95,High Balance,success,technician,secondary,feb,10185
43030,no,0,Low Contact,33-39,Mid Balance,failure,technician,tertiary,feb,992
43031,yes,1,Low Contact,18-33,Mid Balance,success,management,tertiary,feb,1026
43032,yes,1,High Contact,18-33,Mid Balance,unknown,management,tertiary,feb,905
43033,yes,1,High Contact,33-39,Mid Balance,success,services,secondary,feb,775
43034,yes,1,High Contact,40-48,Mid Balance,success,unemployed,secondary,feb,926
